priority,unit,area,property_group,what_is_wrong,what_to_fix,detail,streamline_unit_id,airbnb_url,vrbo_url,website_url,admin_url,owner,status,notes
low,Palm Springs Modern Home - 3972,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050646,https://www.airbnb.com/rooms/1603771738955887935,https://www.vrbo.com/5135432,https://casago.com/rentals/1013848,,,open,
low,Palm Springs Perfection - 2243,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050861,https://www.airbnb.com/rooms/1603771964570159831,https://www.vrbo.com/5135757,https://casago.com/rentals/1014057,,,open,
low,Palm Springs Pool Bungalow - 1491,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050690,https://www.airbnb.com/rooms/24039068,https://www.vrbo.com/5135483,https://casago.com/rentals/1013891,,,open,
low,Palm Springs Style - 2875,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051007,https://www.airbnb.com/rooms/22749631,https://www.vrbo.com/5135942,https://casago.com/rentals/1014200,,,open,
low,Palm Springs Sunrise Condo,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051245,https://www.airbnb.com/rooms/45688133,https://www.vrbo.com/5136195,https://casago.com/rentals/1014423,,,open,
low,Palm Springs Timeless Beauty - 4240,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051180,https://www.airbnb.com/rooms/39695357,https://www.vrbo.com/5136127,https://casago.com/rentals/1014360,,,open,
low,Palm Springs Trousdale,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092814,https://www.airbnb.com/rooms/42608144,https://www.vrbo.com/9399785ha,https://casago.com/rental/1092814.html,,,open,
low,Palm Springs Villa,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051243,https://www.airbnb.com/rooms/1355705801355518552,https://www.vrbo.com/5136193,https://casago.com/rentals/1014421,,,open,
low,Palm Tree Retreat Unit 128 - 4330,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050817,https://www.airbnb.com/rooms/1603771830661468515,https://www.vrbo.com/5135678,https://casago.com/rentals/1014014,,,open,
low,Palms & Peaks 7 Night minimum stay #43588,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051276,https://www.airbnb.com/rooms/1031106930038181006,https://www.vrbo.com/5136226,https://casago.com/rentals/1014446,,,open,
low,Panoramic Southridge Views Condo,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051033,https://www.airbnb.com/rooms/47907747,https://www.vrbo.com/5135971,https://casago.com/rentals/1014226,,,open,
low,Papillon Palm Springs,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092801,https://www.airbnb.com/rooms/48044370,https://www.vrbo.com/9534500ha,https://casago.com/rental/1092801.html,,,open,
low,Paradise,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051129,https://www.airbnb.com/rooms/1604093751178901054,https://www.vrbo.com/5136072,https://casago.com/rentals/1014313,,,open,
low,Paradise Views Townhome,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050604,https://www.airbnb.com/rooms/48212077,https://www.vrbo.com/5135378,,,,open,
low,Pasada Dreams,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050543,https://www.airbnb.com/rooms/1355705781523765643,https://www.vrbo.com/5135307,https://casago.com/rentals/1013748,,,open,
low,Ruth Hardy Park Oasis,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092805,https://www.airbnb.com/rooms/19607503,https://www.vrbo.com/3521235ha,https://casago.com/rental/1092805.html,,,open,
low,San Jacinto Hacienda,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092779,https://www.airbnb.com/rooms/44591122,https://www.vrbo.com/9462052ha,https://casago.com/rental/1092779.html,,,open,
low,San Lucas Hideout,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092815,https://www.airbnb.com/rooms/19606623,https://www.vrbo.com/4158993ha,https://casago.com/rental/1092815.html,,,open,
low,San Sorento House,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092895,https://www.airbnb.com/rooms/878963687555843711,https://www.vrbo.com/9821062ha,https://casago.com/rental/1092895.html,,,open,
low,Santa Rosa Villa,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051065,https://www.airbnb.com/rooms/1355705680986183143,https://www.vrbo.com/5136000,https://casago.com/rentals/1014254,,,open,
low,Sapphire Hideaway,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1093001,https://www.airbnb.com/rooms/1563037749522630095,https://www.vrbo.com/20096736ha,https://casago.com/rental/1093001.html,,,open,
low,Sawgrass Summer,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051310,https://www.airbnb.com/rooms/1603773171460546038,https://www.vrbo.com/5136255,https://casago.com/rentals/1014470,,,open,
low,Serendipity in Deepwell,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092717,https://www.airbnb.com/rooms/36797512,https://www.vrbo.com/4906326ha,https://casago.com/rental/1092717.html,,,open,
low,Serene On The Green,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051126,https://www.airbnb.com/rooms/1111772939857340029,https://www.vrbo.com/5136067,https://casago.com/rentals/1014310,,,open,
low,Serenity Palm Springs Ranch - 2869,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051060,https://www.airbnb.com/rooms/28461350,https://www.vrbo.com/5135996,https://casago.com/rentals/1014250,,,open,
low,Serenity Sands,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051357,https://www.airbnb.com/rooms/1495932698871782619,https://www.vrbo.com/5136302,https://casago.com/rentals/1014509,,,open,
low,Serenity at Desert Princess,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051394,https://www.airbnb.com/rooms/1590054498388074260,https://www.vrbo.com/5136338,https://casago.com/rentals/1014542,,,open,
low,Shag Lover,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092821,https://www.airbnb.com/rooms/33369353,https://www.vrbo.com/7637434ha,https://casago.com/rental/1092821.html,,,open,
low,Shaken Not Stirred in Sunrise Park,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1092811,https://www.airbnb.com/rooms/44591137,https://www.vrbo.com/9486808ha,https://casago.com/rental/1092811.html,,,open,
low,Shooting Star - 3210,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050622,https://www.airbnb.com/rooms/22749672,https://www.vrbo.com/5135403,https://casago.com/rentals/1013825,,,open,
low,Sol Suave,PalmSprings,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051261,https://www.airbnb.com/rooms/1355302080888587301,https://www.vrbo.com/5136214,https://casago.com/rentals/1014437,,,open,
low,Kierland Escape,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051316,https://www.airbnb.com/rooms/1599988164795261386,https://www.vrbo.com/5136259,https://casago.com/rentals/1014474,,,open,
low,Kodiak Cottage,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051008,https://www.airbnb.com/rooms/1599746629232161888,https://www.vrbo.com/5135943,https://casago.com/rentals/1014201,,,open,
low,La Dolce Vita #301,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050917,https://www.airbnb.com/rooms/1126990529242046935,https://www.vrbo.com/5135843,https://casago.com/rentals/1014113,,,open,
low,Lake in the Desert,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051426,https://www.airbnb.com/rooms/1599422558504674313,https://www.vrbo.com/5136371,https://casago.com/rentals/1014571,,,open,
low,Lakeshore At Andersen Springs #1144,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050827,https://www.airbnb.com/rooms/1158078727019928410,https://www.vrbo.com/5135693,https://casago.com/rentals/1014024,,,open,
low,Le Maisonette,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039422,https://www.airbnb.com/rooms/37367577,https://www.vrbo.com/1048150,https://casago.com/rentals/1013612,,,open,
low,Life in the Sun,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050472,https://www.airbnb.com/rooms/1126978657320341614,https://www.vrbo.com/5135222,https://casago.com/rentals/1013677,,,open,
low,Litchfield Manor,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039450,https://www.airbnb.com/rooms/22165575,https://www.vrbo.com/1150903,https://casago.com/rentals/1013638,,,open,
low,Local Living in Apache Junction,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050629,https://www.airbnb.com/rooms/1599754604601330929,https://www.vrbo.com/5135412,https://casago.com/rentals/1013832,,,open,
low,Luxe on the Links,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051085,https://www.airbnb.com/rooms/1045809883504005395,https://www.vrbo.com/5136026,https://casago.com/rentals/1014274,,,open,
low,Luxury Oasis at Old Town,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039455,https://www.airbnb.com/rooms/52112574,https://www.vrbo.com/2458174,https://casago.com/rentals/1013643,,,open,
low,McCormick Ranch Golf Casita,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039389,https://www.airbnb.com/rooms/48427692,https://www.vrbo.com/2226256,https://casago.com/rentals/1013582,,,open,
low,McCormick Ranch Panorama Vista,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039454,https://www.airbnb.com/rooms/961060579941367794,https://www.vrbo.com/3566239,https://casago.com/rentals/1013642,,,open,
low,Oasis Getaway,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050765,https://www.airbnb.com/rooms/1599758090864133610,https://www.vrbo.com/5135594,https://casago.com/rentals/1013963,,,open,
low,Oasis at Cholla,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050959,https://www.airbnb.com/rooms/1071135906872709815,https://www.vrbo.com/5135891,https://casago.com/rentals/1014154,,,open,
low,Oasis at South Mountain,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050444,https://www.airbnb.com/rooms/1045781205752114761,https://www.vrbo.com/5135179,https://casago.com/rentals/1013650,,,open,
low,Oasis in the Desert,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050498,https://www.airbnb.com/rooms/1602319959890400972,https://www.vrbo.com/5135252,https://casago.com/rentals/1013703,,,open,
low,On the 13th Hole,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050762,https://www.airbnb.com/rooms/1599754832274115207,https://www.vrbo.com/5135591,https://casago.com/rentals/1013961,,,open,
low,Optima Vista,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039373,https://www.airbnb.com/rooms/1507313627996927088,https://www.vrbo.com/4839887,https://casago.com/rentals/1013568,,,open,
low,Oraibi Oasis,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050954,https://www.airbnb.com/rooms/1599506214085198104,https://www.vrbo.com/5135885,https://casago.com/rentals/1014149,,,open,
low,Orange Blossom Hideaway,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039446,https://www.airbnb.com/rooms/1103162637036381875,https://www.vrbo.com/3883497,https://casago.com/rentals/1013635,,,open,
low,Paint the Town,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050566,https://www.airbnb.com/rooms/1599729172188334686,https://www.vrbo.com/5135334,https://casago.com/rentals/1013771,,,open,
low,Painted Mountain Golf Retreat,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039421,https://www.airbnb.com/rooms/53433289,https://www.vrbo.com/2553015,https://casago.com/rentals/1013611,,,open,
low,Palm Reflection,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050621,https://www.airbnb.com/rooms/1599749275227810852,https://www.vrbo.com/5135402,https://casago.com/rentals/1013824,,,open,
low,Palm Valley Oasis,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050587,https://www.airbnb.com/rooms/1599501947483030202,https://www.vrbo.com/5135361,https://casago.com/rentals/1013791,,,open,
low,Palomino Place,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050887,https://www.airbnb.com/rooms/1599763298373025917,https://www.vrbo.com/5135800,https://casago.com/rentals/1014083,,,open,
low,Paradise Retreat,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1056216,https://www.airbnb.com/rooms/1127473093642314463,https://www.vrbo.com/2059204,https://casago.com/rentals/1014599,,,open,
low,Paradise Valley Vacation Home,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051077,,,https://www.casagoarizona.com/vacation-rentals/phoenix/phoenix/paradise-valley-vacation-home,,,open,
low,Patrick Place,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039353,https://www.airbnb.com/rooms/36527866,https://www.vrbo.com/1700930,https://casago.com/rentals/1013554,,,open,
low,Sabrina's Place,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050748,https://www.airbnb.com/rooms/1071623976242710637,https://www.vrbo.com/5135567,https://casago.com/rentals/1013947,,,open,
low,Sahuaro Villa,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050976,https://www.airbnb.com/rooms/1045696669665710194,https://www.vrbo.com/5135909,https://casago.com/rentals/1014171,,,open,
low,Scottsdale Bliss,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050779,https://www.airbnb.com/rooms/1599763610450729914,https://www.vrbo.com/5135619,https://casago.com/rentals/1013977,,,open,
low,Scottsdale Escape,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051108,https://www.airbnb.com/rooms/1599735447442952533,https://www.vrbo.com/5136050,https://casago.com/rentals/1014295,,,open,
low,Scottsdale In-Town Villa,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050926,https://www.airbnb.com/rooms/1599420816841626785,https://www.vrbo.com/5135854,https://casago.com/rentals/1014122,,,open,
low,Scottsdale Poolside Hideaway,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050528,https://www.airbnb.com/rooms/1582767397319950158,https://www.vrbo.com/5135289,https://casago.com/rentals/1013733,,,open,
low,Scottsdale Scenery,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050691,https://www.airbnb.com/rooms/1045696657362762323,https://www.vrbo.com/5135484,https://casago.com/rentals/1013892,,,open,
low,Scottsdale Serenity,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1056214,https://www.airbnb.com/rooms/1599762485642739836,https://www.vrbo.com/5136401,https://casago.com/rentals/1014597,,,open,
low,Scottsdale Sol,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039380,https://www.airbnb.com/rooms/1497991230516500678,https://www.vrbo.com/4765763,https://casago.com/rentals/1013575,,,open,
low,Scottsdale Springs,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050447,https://www.airbnb.com/rooms/1599737979659602015,https://www.vrbo.com/5135186,https://casago.com/rentals/1013653,,,open,
low,Scottsdale's Charmer,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051413,https://www.airbnb.com/rooms/1599423622512739180,https://www.vrbo.com/5136357,https://casago.com/rentals/1014559,,,open,
low,Scottsdale's Haven,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051331,https://www.airbnb.com/rooms/1599501005865648160,https://www.vrbo.com/5136274,https://casago.com/rentals/1014486,,,open,
low,Scottsdale's Sanctuary,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050667,https://www.airbnb.com/rooms/1599423649603752899,https://www.vrbo.com/5135455,https://casago.com/rentals/1013868,,,open,
low,Serenity Now,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050578,https://www.airbnb.com/rooms/1070957889832460367,https://www.vrbo.com/5135353,https://casago.com/rentals/1013783,,,open,
low,Serenity Ridge,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050555,https://www.airbnb.com/rooms/1599423546917183444,https://www.vrbo.com/5135321,https://casago.com/rentals/1013760,,,open,
low,Shaded Villa,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051435,https://www.airbnb.com/rooms/1158077607362438106,https://www.vrbo.com/5136381,https://casago.com/rentals/1014580,,,open,
low,Simply Irresistible,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039439,https://www.airbnb.com/rooms/48330924,https://www.vrbo.com/508904,https://casago.com/rentals/1013629,,,open,
low,Slice of Paradise,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050740,https://www.airbnb.com/rooms/628171858971823363,https://www.vrbo.com/5135554,https://casago.com/rentals/1013939,,,open,
low,So Par So Good,Phoenix,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050996,https://www.airbnb.com/rooms/1599733608698691061,https://www.vrbo.com/5135929,https://casago.com/rentals/1014190,,,open,
low,Khunu-Wasi White Mountain Hideaway,PineTop,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050562,https://www.airbnb.com/rooms/1355707366560912505,https://www.vrbo.com/5135330,https://casago.com/rentals/1013767,,,open,
low,Lakeside Livin',PineTop,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050837,https://www.airbnb.com/rooms/1208073942481475513,https://www.vrbo.com/5135712,https://casago.com/rentals/1014034,,,open,
low,Osprey Cabin,PineTop,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050489,https://www.airbnb.com/rooms/999958374792509647,https://www.vrbo.com/5135241,https://casago.com/rentals/1013695,,,open,
low,Par Paradise,PineTop,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050803,https://www.airbnb.com/rooms/1208774832565436146,https://www.vrbo.com/5135654,https://casago.com/rentals/1014000,,,open,
low,Show Low Serenity,PineTop,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050530,https://www.airbnb.com/rooms/1223297046954421801,https://www.vrbo.com/5135292,https://casago.com/rentals/1013735,,,open,
low,Indian Cliffs Retreat,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039407,https://www.airbnb.com/rooms/51285441,https://www.vrbo.com/2406873,https://casago.com/rentals/1013598,,,open,
low,Lux At Pinon Woods,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039413,https://www.airbnb.com/rooms/607884323145218541,https://www.vrbo.com/2765961,https://casago.com/rentals/1013604,,,open,
low,Oasis At Chapel Rock,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039417,https://www.airbnb.com/rooms/622465418778779061,https://www.vrbo.com/2797832,https://casago.com/rentals/1013607,,,open,
low,Panorama Landing,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039453,https://www.airbnb.com/rooms/1539358227792888440,https://www.vrbo.com/4912948,https://casago.com/rentals/1013641,,,open,
low,Santa Susana,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039384,https://www.airbnb.com/rooms/33776178,https://www.vrbo.com/1653298,https://casago.com/rentals/1013578,,,open,
low,Sedona Hideaway,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051306,https://www.airbnb.com/rooms/1613891625511675062,https://www.vrbo.com/5136252,https://casago.com/rentals/1014467,,,open,
low,Sedona Quail Haven,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1039390,https://www.airbnb.com/rooms/745576135332204205,https://www.vrbo.com/3080420,https://www.casagoarizona.com/vacation-rentals/sedona/village-of-oak-creek/sedona-quail-haven,,,open,
low,Sedona Sky Sanctuary,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051277,https://www.airbnb.com/rooms/1612337820730789226,https://www.vrbo.com/5136227,https://casago.com/rentals/1014447,,,open,
low,Sedona Thunder Mountain Retreat,Sedona,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051408,https://www.airbnb.com/rooms/605568562574690451,https://www.vrbo.com/5136352,https://casago.com/rentals/1014554,,,open,
low,La Paloma Executive,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050969,https://www.airbnb.com/rooms/32019136,https://www.vrbo.com/5135901,https://casago.com/rentals/1014164,,,open,
low,Laurelwood,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051162,https://www.airbnb.com/rooms/1612554926465114022,https://www.vrbo.com/5136106,https://casago.com/rentals/1014342,,,open,
low,Lazy C Ranch,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050564,https://www.airbnb.com/rooms/562960130438850540,https://www.vrbo.com/5135332,https://casago.com/rentals/1013769,,,open,
low,Lizard Rock,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050525,https://www.airbnb.com/rooms/1612340883237906475,https://www.vrbo.com/5135286,https://casago.com/rentals/1013730,,,open,
low,Running Coyote,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050586,https://www.airbnb.com/rooms/42810495,https://www.vrbo.com/5135360,https://casago.com/rentals/1013790,,,open,
low,Sabino Canyon Gem,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050966,https://www.airbnb.com/rooms/1483418667907123550,https://www.vrbo.com/5135898,https://casago.com/rentals/1014161,,,open,
low,Sabino Canyon Hideaway,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050493,https://www.airbnb.com/rooms/1355706672665666335,https://www.vrbo.com/5135245,https://casago.com/rentals/1013698,,,open,
low,Saguaro Sunrise,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1056207,https://www.airbnb.com/rooms/1091271383345104992,https://www.vrbo.com/5136394,https://casago.com/rentals/1014591,,,open,
low,Sam Hughes,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051400,https://www.airbnb.com/rooms/502955809977019200,https://www.vrbo.com/5136344,https://casago.com/rentals/1014547,,,open,
low,Sam Hughes on 6th,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051405,https://www.airbnb.com/rooms/572404177697861122,https://www.vrbo.com/5136348,https://casago.com/rentals/1014551,,,open,
low,Serenity Awaits,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051440,https://www.airbnb.com/rooms/684178227238494825,https://www.vrbo.com/5136387,https://casago.com/rentals/1014585,,,open,
low,Serenity Oasis Estate,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1051019,https://www.airbnb.com/rooms/575871149832894012,https://www.vrbo.com/5135955,https://casago.com/rentals/1014212,,,open,
low,Sierra Vista,Tucson,,No Property Stage set,"Set Property Stage on the unit in Streamline. Until it is set, the audit has to assume the unit should be selling.",,1050514,https://www.airbnb.com/rooms/1082292813033605469,https://www.vrbo.com/5135273,https://casago.com/rentals/1013719,,,open,
